491,11248,26451,30557,30559,31391,35353,56791,60255,68232,hour,DATE
47.0,51.5,37.0,32.5,75.0,34.0,13.5,67.0,44.0,38.5,0.0,2021-07-01
16.0,48.0,15.5,18.0,31.0,14.0,7.0,32.5,17.5,20.0,1.0,2021-07-01
13.5,22.5,8.0,9.0,19.5,6.5,8.0,15.0,11.0,7.0,2.0,2021-07-01
6.5,14.0,5.5,3.5,15.0,4.0,2.5,11.5,5.5,5.5,3.0,2021-07-01
4.0,9.0,2.0,7.5,6.0,1.5,3.0,7.5,5.0,0.0,4.0,2021-07-01
2.5,7.5,5.5,2.0,7.0,3.0,1.0,10.0,5.5,3.0,5.0,2021-07-01
15.5,7.5,8.5,9.0,17.0,6.0,3.0,18.0,14.0,9.0,6.0,2021-07-01
15.5,20.5,19.0,19.0,27.5,13.5,5.5,38.5,16.0,10.0,7.0,2021-07-01
39.0,24.5,22.5,25.0,46.5,12.0,8.0,47.5,26.5,18.5,8.0,2021-07-01
35.5,30.5,26.0,38.0,52.0,24.0,23.0,63.0,37.5,28.5,9.0,2021-07-01
50.5,32.5,38.0,39.0,72.0,25.5,15.0,77.0,51.0,36.0,10.0,2021-07-01
50.5,44.5,47.0,44.0,72.0,23.0,21.5,84.5,60.5,41.5,11.0,2021-07-01
89.0,67.5,44.0,66.0,82.5,33.5,59.5,93.5,63.0,53.5,12.0,2021-07-01
114.0,83.5,45.5,71.5,77.5,25.0,50.0,103.0,56.5,50.5,13.0,2021-07-01
129.0,74.0,49.5,67.0,100.5,27.5,33.5,148.5,57.5,53.0,14.0,2021-07-01
114.0,49.5,52.0,66.0,86.5,29.5,33.5,123.0,58.0,47.0,15.0,2021-07-01
140.0,65.0,54.0,70.0,100.0,41.5,25.5,119.5,75.0,49.5,16.0,2021-07-01
177.5,60.0,65.5,71.0,122.5,46.5,24.0,139.5,79.5,63.5,17.0,2021-07-01
187.0,72.0,77.5,82.5,126.0,48.5,26.0,151.5,84.0,73.0,18.0,2021-07-01
197.0,83.5,79.5,97.0,135.5,48.5,28.5,182.0,90.5,73.0,19.0,2021-07-01
232.5,81.0,86.5,101.5,156.5,46.5,14.0,141.5,73.0,65.5,20.0,2021-07-01
284.0,117.0,120.5,142.5,230.5,76.5,21.5,147.0,105.0,79.5,21.0,2021-07-01
307.5,114.0,121.5,134.5,226.0,77.5,19.0,0.0,97.0,76.5,22.0,2021-07-01
328.0,214.5,108.5,134.5,177.5,82.5,85.0,116.0,149.5,109.0,23.0,2021-07-01
47.5,35.5,21.0,22.0,32.5,17.0,9.0,38.5,29.5,27.5,0.0,2021-07-02
32.0,15.5,10.0,14.0,15.0,6.5,7.0,11.5,7.5,10.0,1.0,2021-07-02
18.0,11.5,5.5,6.0,6.5,4.0,2.0,8.0,4.5,4.0,2.0,2021-07-02
7.0,2.0,4.5,1.0,5.0,2.0,2.5,3.0,3.0,6.0,3.0,2021-07-02
13.5,7.0,1.5,3.0,4.0,3.5,0.0,5.0,6.0,3.0,4.0,2021-07-02
5.0,3.0,4.0,4.5,3.5,4.0,2.0,3.5,5.0,3.0,5.0,2021-07-02
11.5,10.0,4.0,6.5,7.0,6.0,3.0,10.5,7.5,5.5,6.0,2021-07-02
29.5,10.5,16.5,12.5,22.5,8.0,4.0,17.0,15.0,10.0,7.0,2021-07-02
60.0,14.5,17.0,28.0,29.0,12.0,7.0,37.0,26.5,16.5,8.0,2021-07-02
60.0,33.5,19.5,31.0,39.5,16.0,12.0,43.5,26.5,18.5,9.0,2021-07-02
65.5,26.5,23.0,43.0,49.5,16.0,13.0,51.0,39.0,30.0,10.0,2021-07-02
75.5,27.0,27.0,36.5,71.5,22.0,10.0,51.5,48.5,54.0,11.0,2021-07-02
84.0,38.5,29.0,39.5,62.5,14.5,8.0,54.5,37.5,46.0,12.0,2021-07-02
78.5,30.5,30.5,40.0,74.5,18.5,15.5,61.0,29.0,33.0,13.0,2021-07-02
78.0,36.0,38.5,44.5,70.0,19.0,20.5,58.5,39.5,51.5,14.0,2021-07-02
68.5,29.5,41.5,50.0,86.0,24.5,22.0,63.0,39.5,44.5,15.0,2021-07-02
101.0,40.0,35.5,57.0,91.0,26.5,19.5,79.0,44.5,50.0,16.0,2021-07-02
116.5,41.0,38.0,55.0,111.5,32.0,17.5,84.0,60.0,61.5,17.0,2021-07-02
157.5,71.0,45.0,63.5,118.5,35.5,11.5,90.0,58.0,63.0,18.0,2021-07-02
153.5,57.0,52.5,88.5,154.5,41.5,17.0,130.0,68.0,81.0,19.0,2021-07-02
159.5,61.0,52.0,92.0,203.0,39.0,6.5,153.0,64.0,87.5,20.0,2021-07-02
269.5,69.0,83.5,125.0,241.0,60.5,13.0,220.0,85.0,116.0,21.0,2021-07-02
394.5,137.5,103.5,202.0,435.5,89.5,10.5,350.0,125.5,191.5,22.0,2021-07-02
