time,avgTa,minTa,maxTa,maxInsWs,maxWs,avgWs,avgTs,minRhm,avgRhm,ddMes,sumRn,holiday,winter,spring,summer,fall,sal_dis,sal_price,sal_sales
2023-05-10,18.4,10.7,26,5.8,3.7,1.8,21.3,25,53.3,0,0,0,0,1,0,0,0,13900,295
2023-05-11,19.5,12.8,26.7,8.1,4.6,2.3,23.7,26,50.1,0,0,0,0,1,0,0,0,13900,319
2023-05-12,18.4,13.1,24.7,6.4,3.6,1.8,21.7,24,50.9,0,0,0,0,1,0,0,0,13900,282
2023-05-13,17.8,12.6,23.9,9.2,4.7,2,24.2,35,62,0,0,1,0,1,0,0,0,13900,173
2023-05-14,18.1,12.9,23.8,8,4.7,2,24.3,35,56.5,0,0,1,0,1,0,0,0.09,13900,217
2023-05-15,20.6,12.8,27.9,7.6,4.6,2.4,25,32,54.6,0,0,0,0,1,0,0,0,13900,224
2023-05-16,24,17.2,31.2,9.2,5,2.5,30.3,33,51.9,0,0,0,0,1,0,0,0,13900,294
2023-05-17,23.5,18.6,28.7,13.1,7.2,3.4,30.7,34,63.6,0,0,0,0,1,0,0,0,13900,250
2023-05-18,21.2,18.8,27.6,11.9,4.6,2.1,21.6,48,74.8,0,1.3,0,0,1,0,0,0,13900,322
2023-05-19,22.3,16.7,27.8,8.5,4.5,2.3,27.2,41,61.4,0,0,0,0,1,0,0,0,13900,302
2023-05-20,21.2,16.6,26.7,12.7,6.7,3,28.7,51,66.9,0,0,1,0,1,0,0,0,13900,179
2023-05-21,17.8,15.3,21.9,9.5,4.8,3,24.5,46,74,0,0.2,1,0,1,0,0,0,13900,151
2023-05-22,20.3,15.9,26.8,6.9,4.2,1.9,25.9,31,61.3,0,0,0,0,1,0,0,0.11,13900,479
2023-05-23,20.5,14.1,26.9,10,4.4,2.2,28.6,27,48,0,0,0,0,1,0,0,0.12,13900,598
2023-05-24,20.6,14.8,25.9,7.7,3.8,2,25.1,34,49.8,0,0,0,0,1,0,0,0.12,13900,478
2023-05-25,21.2,15.7,27.4,9,5.6,2.4,29,27,46.6,0,0,0,0,1,0,0,0.12,13900,657
2023-05-26,21.4,15.8,27.3,7.9,4.9,2.1,29.7,38,57.4,0,0.5,0,0,1,0,0,0.12,13900,650
2023-05-27,19.3,18.6,20.7,5.9,3.3,1.7,19.6,65,87.4,0,31.8,1,0,1,0,0,0.12,13900,526
2023-05-28,19.2,18.4,20.2,10.3,5.3,1.8,19.6,83,98.9,0,41.8,1,0,1,0,0,0.12,13900,112
2023-05-29,23.2,19,28.5,4.9,3,1.6,24.2,58,83.4,0,2.3,1,0,1,0,0,0.12,13900,398
2023-05-30,24,20.5,28.9,8.5,4.9,2.2,25.6,48,69.5,0,0,0,0,1,0,0,0.12,13900,658
2023-05-31,22.8,18.8,28.2,8.4,4.3,2.5,25.8,45,60.8,0,0,0,0,1,0,0,0.12,13900,945
2023-06-01,22.8,19.7,26.3,5.7,3.4,1.9,24.3,56,66.9,0,0,0,0,0,1,0,0.1,13900,140
2023-06-02,20.4,17.9,25,7,4.7,2.3,23.3,59,77.4,0,0,0,0,0,1,0,0,13900,357
2023-06-03,22,16.6,27.8,10.6,6,2.7,28.3,31,60.1,0,0,1,0,0,1,0,0,13900,245
2023-06-04,22.1,16.9,28,9.1,5.7,2.4,29.1,28,61,0,0,1,0,0,1,0,0,13900,67
2023-06-05,21.5,17.6,26.3,10.8,5.5,2.6,29.1,47,66.9,0,0,0,0,0,1,0,0,13900,238
2023-06-06,20.3,17.3,25.2,9.8,5.5,2.6,24.5,50,72.9,0,0,1,0,0,1,0,0,13900,217
2023-06-07,21.4,18.9,25.7,6.5,3.6,2.1,24.1,63,75.3,0,0,0,0,0,1,0,0,13900,367
2023-06-08,20.4,18.3,23.9,8.4,4.9,2.4,23.5,65,80.5,0,1.9,0,0,0,1,0,0,13900,345
2023-06-09,23.3,18.3,28.4,7.7,4.4,2,30.3,32,64,0,1.2,0,0,0,1,0,0,13900,387
2023-06-10,23.2,19.6,28.5,12.6,7.5,2.3,26.6,48,70,0,0.8,1,0,0,1,0,0,13900,263
2023-06-11,22.1,17.9,27.3,5.9,3.9,2.2,23.6,53,76.1,0,32.2,1,0,0,1,0,0,13900,106
2023-06-12,22.2,18.4,27.5,7.6,4.5,1.7,24.3,47,70.5,0,0,0,0,0,1,0,0,13900,391
2023-06-13,22,19.2,26,9,5,2.2,28.2,50,70,0,0,0,0,0,1,0,0,13900,365
2023-06-14,20.6,17.5,25,6.7,3.6,1.5,20.3,53,80.3,0,30.6,0,0,0,1,0,0,13900,358
2023-06-15,22.7,17.7,28.3,8.2,4.7,2.1,26.5,50,70.8,0,0,0,0,0,1,0,0,13900,405
2023-06-16,23.7,19.1,28.9,6.8,4.2,2.1,27.8,45,64.4,0,0,0,0,0,1,0,0.09,13900,717
2023-06-17,24.2,18.9,30.2,6.3,4.1,2,28.7,39,57.1,0,0,1,0,0,1,0,0.1,13900,950
2023-06-18,25.9,20.8,32.6,6.6,4.1,2,31.6,43,60.5,0,0,1,0,0,1,0,0.1,13900,60
2023-06-19,28.5,23.3,34,7.3,4.3,2.2,32.8,42,57.8,0,0,0,0,0,1,0,0,13900,478
2023-06-20,24.7,21.4,26.4,9.7,5.3,1.9,23.7,51,64.5,0,6.4,0,0,0,1,0,0,13900,476
2023-06-21,20.5,19.2,22.1,6,3.5,2.1,21.9,83,92.6,0,24.9,0,0,0,1,0,0,13900,539
2023-06-22,22.5,18.9,26.4,8.4,4.9,2.2,26.2,61,77.1,0,0,0,0,0,1,0,0,13900,530
2023-06-23,24.4,20,29.9,4.9,3.2,1.5,26.2,50,76.6,0,0,0,0,0,1,0,0,13900,458
2023-06-24,26.4,21.9,31.1,6.8,4,2,27.4,55,70.5,0,0,1,0,0,1,0,0,13900,288
2023-06-25,28.2,22.8,33.1,6.5,4,2.1,30.8,47,64.9,0,0,1,0,0,1,0,0.12,13900,431
2023-06-26,24.2,22.3,27.5,10.2,6,2.9,24,59,88.6,0,30.3,0,0,0,1,0,0.05,13900,410
2023-06-27,25.3,21.4,29.1,11,6.1,3.2,27.6,51,73.1,0,2.5,0,0,0,1,0,0.12,13900,627
2023-06-28,26.5,24.2,30.1,6.8,4.1,2.5,28.5,60,77.4,0,0,0,0,0,1,0,0.25,13900,955
2023-06-29,24.2,23.2,25.9,10.3,4.9,2.3,24.6,85,95.4,0,63.8,0,0,0,1,0,0.05,13900,384
2023-06-30,25.3,23.2,29.1,5.9,3.3,1.8,26.5,72,89.8,0,1,0,0,0,1,0,0.05,13900,90
2023-07-01,27.7,23.3,32.9,7.1,4.5,2,31.2,58,76.9,0,0,1,0,0,1,0,0.05,13900,287
2023-07-02,26.7,23.5,30.6,5.7,3.3,1.9,28.4,64,79.5,0,0,1,0,0,1,0,0.05,13900,68
2023-07-03,29.1,24.1,34.9,6,4.1,1.8,31.8,40,72,0,0,0,0,0,1,0,0.05,13900,417
2023-07-04,26.1,24.5,29.2,9.6,4.9,2.3,26.4,68,86.8,0,61.8,0,0,0,1,0,0.05,13900,419
2023-07-05,24.5,22.1,27.1,14.5,7,3.7,27.3,68,82.6,0,15.3,0,0,0,1,0,0.05,13900,425
2023-07-06,27.3,22.4,31.8,11.6,5.9,2.7,29.6,56,70.9,0,0,0,0,0,1,0,0.09,13900,647
2023-07-07,26.7,23.3,31.4,11.9,5.7,2.3,29.3,46,64.9,0,0,0,0,0,1,0,0.1,13900,512
2023-07-08,25.6,22.4,29.7,6.9,3.9,2.2,27.1,64,76.5,0,0,1,0,0,1,0,0.1,13900,398
2023-07-09,24.7,21.6,27,12.6,6.1,2,27.1,78,86.4,0,47.5,1,0,0,1,0,0.1,13900,118
2023-07-10,26.3,22.9,30.9,16.8,5.8,2.3,27.8,58,80.4,0,11.5,0,0,0,1,0,0.1,13900,478
2023-07-11,23.5,21.6,25.9,8.6,5.2,1.9,23.7,79,92.4,0,58.3,0,0,0,1,0,0.1,13900,530
2023-07-12,25.8,22,29.1,5.3,3.4,1.5,27.1,72,86.4,0,0.7,0,0,0,1,0,0.1,13900,618
2023-07-13,25.2,24.7,26.5,7.2,3.5,1.6,25.2,84,95,0,91.6,0,0,0,1,0,0.09,13900,459
2023-07-14,24.6,23.9,25.1,11,4.8,2.9,24.4,96,99.1,0,72.7,0,0,0,1,0,0.09,15900,383
2023-07-15,24.5,23.7,25.7,11.8,5.8,3,24.6,85,93.5,0,2.3,1,0,0,1,0,0.09,15900,293
2023-07-16,24.6,23.7,25.4,9.2,5,2.3,24.9,80,89.5,0,9.7,1,0,0,1,0,0.27,15900,365
2023-07-17,25.5,23.7,27.8,7.5,4.2,1.7,27.2,76,86.1,0,1.4,0,0,0,1,0,0.09,15900,262
2023-07-18,25.2,24.1,27.7,5.1,3.1,1.4,26.1,75,87.9,0,2.3,0,0,0,1,0,0.09,15900,288
2023-07-19,27.2,22.5,32.4,6.7,4.7,1.7,29.6,55,78.8,0,0,0,0,0,1,0,0.09,15900,293
2023-07-20,27.9,24,32.8,5.6,3.9,1.8,30.2,51,74,0,0,0,0,0,1,0,0.02,15900,228
2023-07-21,29.5,24.6,34.3,6.3,3.5,1.8,30.9,48,69.6,0,0,0,0,0,1,0,0,15900,270
2023-07-22,27.7,24.6,32.5,11.5,5.2,2.6,29.2,51,73.9,0,12.3,1,0,0,1,0,0,15900,130
2023-07-23,25.2,24.5,25.8,9.6,4.4,2.1,25.3,87,94.3,0,40.2,1,0,0,1,0,0.08,15900,236
2023-07-24,26.9,24.6,30,6.4,3.5,2,29,69,83.1,0,0.4,0,0,0,1,0,0,15900,218
2023-07-25,27.8,25.8,30.5,10.1,5.6,2.7,28.9,68,80.5,0,5.6,0,0,0,1,0,0,15900,105
2023-07-26,27.6,24.9,31.1,8.4,4.9,2.2,28.7,69,80.9,0,1,0,0,0,1,0,0,15900,248
2023-07-27,28.4,24.4,32.2,5.7,3.5,1.9,29,59,78.1,0,0,0,0,0,1,0,0,15900,254
2023-07-28,29.5,25.4,34.1,7.7,4.3,2.1,31.2,52,72.4,0,0,0,0,0,1,0,0,15900,217
2023-07-29,29.1,26.1,33.3,8.3,4.8,2,31.3,52,72.1,0,0,1,0,0,1,0,0,15900,144
2023-07-30,28.8,24.9,34.9,9,4.8,1.9,32,49,72.5,0,25,1,0,0,1,0,0.21,15900,403
2023-07-31,28.7,25.6,33.4,6.4,4,1.7,30.1,60,76.3,0,0.3,0,0,0,1,0,0,15900,224
2023-08-01,29.9,25.5,34.2,5.5,3.1,1.9,30.8,55,71.6,0,0,0,0,0,1,0,0,15900,211
2023-08-02,29.7,26.8,33.7,7.9,4.8,2.1,32.6,48,67.8,0,0,0,0,0,1,0,0,15900,274
2023-08-03,29.5,25.8,33.8,6.5,4,2.1,33.5,54,67,0,0,0,0,0,1,0,0,15900,246
2023-08-04,30,26.5,34.4,7.3,3.9,1.9,34.8,53,67.6,0,0,0,0,0,1,0,0,15900,218
2023-08-05,30.3,26.4,34.9,7,4.7,2,36.7,50,69,0,0,1,0,0,1,0,0,15900,150
2023-08-06,29.8,27,33,11.9,7.7,1.7,31.9,63,76.5,0,4.9,1,0,0,1,0,0.26,15900,335
2023-08-07,30.4,27.3,34.6,8.1,4.5,2.7,30.4,56,68.4,0,0,0,0,0,1,0,0,15900,203
2023-08-08,30.9,26.4,35.8,7.8,4.3,2.9,35.3,47,60.5,0,0,0,0,0,1,0,0,15900,224
2023-08-09,28.3,25.1,31.6,10.6,5.9,3.2,30.8,57,67.6,0,0.2,0,0,0,1,0,0,15900,219
2023-08-10,22.2,20.9,25.1,18.1,8.9,3.7,22.8,80,91.9,0,86.1,0,0,0,1,0,0.06,15900,290
2023-08-11,23.5,21.6,24.9,13,6.2,2.3,23.5,83,93.1,0,46.7,0,0,0,1,0,0.07,15900,322
2023-08-12,23.3,22.5,24.1,5.4,3.2,1.9,23.9,82,91,0,1.5,1,0,0,1,0,0.07,15900,183
2023-08-13,27,22.6,31.1,5.6,2.8,1.7,27.4,58,76.9,0,0,1,0,0,1,0,0,15900,0
2023-08-14,28.1,24.8,31.9,6.4,3.9,1.6,28.2,60,75.4,0,0,0,0,0,1,0,0.07,15900,95
2023-08-15,28.6,24.7,32.7,7.1,4.7,2.3,30.9,58,71.4,0,0,1,0,0,1,0,0.07,15900,149
2023-08-16,27.3,24.7,31.6,6.5,3.8,2.1,28.1,58,72,0,0.3,0,0,0,1,0,0.07,15900,175
2023-08-17,28.2,24.5,32.4,6.4,3.2,1.7,29.8,52,73,0,0,0,0,0,1,0,0,15900,100
2023-08-18,29.1,25.5,33.3,6.6,3.9,1.9,32.1,56,72.1,0,0.1,0,0,0,1,0,0,15900,172
2023-08-19,29.1,26.4,33.6,7,4.1,1.9,32.8,54,68.9,0,0,1,0,0,1,0,0,15900,137
2023-08-20,28.3,25.5,31.8,6.1,3.1,1.6,31.3,56,71.8,0,0,1,0,0,1,0,0,15900,111
2023-08-21,29.5,26,33.6,10.1,5.4,2.4,32.6,55,69.8,0,0,0,0,0,1,0,0,15900,198
2023-08-22,27.6,25.8,32.2,11.7,7.2,2.4,28.1,61,80.3,0,42.6,0,0,0,1,0,0,15900,221
2023-08-23,24.8,23.2,27.2,7.6,4.4,2.2,25.8,80,91.3,0,41.8,0,0,0,1,0,0,15900,101
2023-08-24,25.1,22.3,27.8,7.5,4.1,2.8,27.4,75,84.8,0,5.2,0,0,0,1,0,0.08,15900,225
2023-08-25,26.5,24,30,8.3,4.7,2.6,29.3,60,77.9,0,0,0,0,0,1,0,0.1,15900,275
2023-08-26,26.4,23.3,30.3,6.8,4,1.8,29.3,49,72.3,0,0,1,0,0,1,0,0.1,15900,149
2023-08-27,26.1,22.7,29.6,5.4,3.2,1.8,27,62,75,0,0,1,0,0,1,0,0,15900,0
2023-08-28,22.7,20.8,25.6,9.4,5.1,3.3,23.1,73,87.5,0,10.4,0,0,0,1,0,0.11,15900,373
2023-08-29,23.9,22.5,25.5,9.6,3.9,2.1,24.3,80,89.6,0,54.8,0,0,0,1,0,0.11,14300,350
2023-08-30,22.8,21.5,24.5,3.5,2.4,1.1,23.5,75,88,0,3.5,0,0,0,1,0,0.11,14300,348
2023-08-31,23.9,21,28.9,5.8,3.5,1.3,26,48,76.9,0,0,0,0,0,1,0,0.11,14300,696
2023-09-01,24.5,19.7,29.6,6.4,3.7,2,26.8,42,70.6,0,0,0,0,0,0,1,0,14300,173
2023-09-02,25.4,19.7,30.8,5.6,3.7,1.6,28.1,39,63.9,0,0,1,0,0,0,1,0,14300,260
2023-09-03,25.8,23.1,28.8,5.9,3.3,2.2,26.3,67,77.8,0,0.1,1,0,0,0,1,0,14300,40
2023-09-04,27,24.3,30.2,5.5,3.5,1.8,27.5,65,79.9,0,0.3,0,0,0,0,1,0,14300,199
2023-09-05,28.5,25,32.8,6.3,3.9,1.8,30.1,54,69.5,0,0,0,0,0,0,1,0,15900,193
2023-09-06,27.9,24,32.1,8.2,4.4,2.4,31.7,45,65.1,0,0,0,0,0,0,1,0,15900,193
2023-09-07,26.3,20.9,31.6,8,4.4,2.5,30.5,37,54.8,0,0,0,0,0,0,1,0.07,15900,324
2023-09-08,25.3,19.6,30.5,7.1,4.5,2.3,30.1,42,60.3,0,0,0,0,0,0,1,0.08,15900,484
2023-09-09,25.8,20.8,31.2,6.3,4.1,1.8,30.5,45,66.3,0,0,1,0,0,0,1,0.08,15900,291
2023-09-10,25.7,22,29.6,6.2,3.4,1.6,29.6,53,68.1,0,0,1,0,0,0,1,0.13,15900,309
2023-09-11,25.5,23.1,29.8,5.8,3.8,1.9,28.7,50,67.3,0,0,0,0,0,0,1,0.08,15900,322
2023-09-12,25.7,21.7,29.8,5.4,3.4,1.5,28.9,55,69.8,0,0,0,0,0,0,1,0.08,15900,400
2023-09-13,22.1,19.6,24.6,7.7,4.2,1.8,22.7,70,84.5,0,15.9,0,0,0,0,1,0.08,15900,381
2023-09-14,23.4,19.2,27.2,9.3,4.1,2.4,24,60,72.4,0,0,0,0,0,0,1,0.07,15900,411
2023-09-15,22.3,20.3,24.3,7.6,3.9,2.6,22.6,67,82.3,0,2.1,0,0,0,0,1,0.08,15900,405
2023-09-16,23.9,22,26.6,4.5,2.6,1.7,24.7,76,87.8,0,38.7,1,0,0,0,1,0.08,15900,316
2023-09-17,24.7,22,28,5.5,3.3,1.4,26.3,68,84.8,0,3,1,0,0,0,1,0.25,15900,567
2023-09-18,24.7,22.1,28.9,7.7,5,1.9,25,58,79.1,0,0,0,0,0,0,1,0.08,15900,446
2023-09-19,24.1,21.6,27.2,5.5,3.6,1.6,24.5,62,81.1,0,0,0,0,0,0,1,0.08,15900,415
2023-09-20,20.6,18.8,23.9,9.9,5.1,2.7,21.6,80,90.4,0,35.8,0,0,0,0,1,0.08,15900,301
2023-09-21,20.1,17.5,23.6,10.6,5.2,2.3,21.6,53,70.9,0,0,0,0,0,0,1,0.07,15900,293
2023-09-22,20.5,15.2,26.7,5.6,3.3,1.7,21.8,37,68.4,0,0,0,0,0,0,1,0.08,15900,415
2023-09-23,21.8,16.3,27.6,9.4,4.6,2.5,22.5,38,63.9,0,0,1,0,0,0,1,0.08,15900,275
2023-09-24,21.8,17.9,26.2,8.4,4.7,2.9,23.2,37,56.4,0,0,1,0,0,0,1,0.08,15900,100
2023-09-25,21.6,17.9,26,6.2,3.4,2.3,22.1,49,66.4,0,1.9,0,0,0,0,1,0.08,15900,271
2023-09-26,19.9,18.6,20.8,5.7,3.5,2.4,20.3,87,95.8,0,27.8,0,0,0,0,1,0.08,15900,101
2023-09-27,21.5,20,23.7,5.6,3.1,1.8,22.6,81,90.1,0,4.4,0,0,0,0,1,0.08,15900,145
2023-09-28,22.7,19.6,27.3,7.2,3.7,2,24.3,54,78.3,0,0,1,0,0,0,1,0.01,15900,75
2023-09-29,21.1,17.4,26.9,6.4,3.9,1.4,22.3,33,61.5,0,0,1,0,0,0,1,0,15900,0
2023-09-30,19.7,17.1,22.2,9.9,5.1,2.2,21,64,77,0,4.5,1,0,0,0,1,0,15900,0
2023-10-01,18.4,14.4,23.7,8.5,4.3,2.4,19.3,34,59.5,0,0,1,0,0,0,1,0,15900,0
2023-10-02,18.2,12.9,24.6,8.5,5.1,1.7,19,27,53.8,0,0,1,0,0,0,1,0,15900,0
2023-10-03,17.5,14.4,22.5,5,3,1.7,18.4,47,66.3,0,0,1,0,0,0,1,0,15900,170
2023-10-04,17.3,14.2,23.2,11.3,6.4,2.1,17.9,53,75.5,0,14.7,0,0,0,0,1,0,15900,235
2023-10-05,14.2,9.9,19.2,7.8,4.4,2.6,15.5,34,46.1,0,0,0,0,0,0,1,0,15900,279
2023-10-06,15.5,9.6,21.5,6.1,3.3,1.6,16.4,33,55.3,0,0,0,0,0,0,1,0,15900,233
2023-10-07,16.8,11.7,21.2,6,3.6,2.1,16,42,62.6,0,0,1,0,0,0,1,0,15900,176
2023-10-08,17.1,15.2,19.5,6.6,3.5,2.5,16.1,61,67.1,0,0,1,0,0,0,1,0.19,15900,505
2023-10-09,17.4,14.1,22.4,7.7,4.5,1.9,18.3,51,68.1,0,1.2,1,0,0,0,1,0,15900,217
2023-10-10,17.1,11.9,23.5,6.3,3.3,1.6,18.3,36,67.1,0,0,0,0,0,0,1,0,15900,232
2023-10-11,17.6,12.9,24,6.1,2.9,1.7,17.7,33,57.5,0,0,0,0,0,0,1,0,15900,281
2023-10-12,17.5,12,24.1,4.6,2.9,1.5,16.9,40,62.4,0,0,0,0,0,0,1,0,15900,260
2023-10-13,17.5,14.3,21.5,4.8,3.2,1.5,16.5,50,69.6,0,0,0,0,0,0,1,0.07,15900,492
2023-10-14,14.7,12.9,18.2,4.8,3,1.4,16.3,68,84.9,0,5.8,1,0,0,0,1,0.08,15900,573
2023-10-15,16.1,10.9,21.2,8.2,4.3,2,16.1,52,80,0,0,1,0,0,0,1,0,15900,0
2023-10-16,14.7,10.7,19.6,6.3,3.8,2.4,15.9,33,57,0,0,0,0,0,0,1,0,15900,252
2023-10-17,13.8,7.5,20.9,5.1,2.9,1.6,14.6,26,55.6,0,0,0,0,0,0,1,0,15900,250
2023-10-18,15.7,9.2,21.6,8.1,4.7,2.1,15.8,39,67,0,0,0,0,0,0,1,0,14900,309
2023-10-19,17,14.9,18.9,6.4,3.9,1.5,16.6,65,82.5,0,8.2,0,0,0,0,1,0,14900,265
2023-10-20,11.6,7.2,15.1,12.1,6.4,3.2,13.4,32,46.9,0,0,0,0,0,0,1,0,14900,296
2023-10-21,10.4,5.9,16.6,9.9,5.6,2.3,11.1,31,54.8,0,1.1,1,0,0,0,1,0.07,14900,366
2023-10-22,12.5,5.4,18.7,6.9,4.6,1.7,12.5,42,67.3,0,0,1,0,0,0,1,0.07,14900,267
2023-10-23,15.2,11.1,21.4,5.9,3.4,1.7,14.3,47,73.8,0,0,0,0,0,0,1,0,14900,300
2023-10-24,15.6,11.2,19.3,5.8,3.4,1.7,14.9,62,78.5,0,0,0,0,0,0,1,0,14900,264
2023-10-25,16.6,12.7,21.9,4.4,3,1.4,16.2,53,78.6,0,0,0,0,0,0,1,0,14900,259
2023-10-26,17.2,14.6,21.1,8.7,4.8,2.1,16.8,67,79.4,0,0,0,0,0,0,1,0,14900,314
2023-10-27,15.7,12.6,20.2,6.1,3.6,1.9,16.5,49,71.1,0,0,0,0,0,0,1,0,14900,251
2023-10-28,14.2,9.4,20.7,5,2.8,1.4,14.6,27,62.9,0,0,1,0,0,0,1,0,14900,281
2023-10-29,14.9,9.8,21.8,5.8,2.8,1.7,14.9,34,61.6,0,0,1,0,0,0,1,0,14900,220
2023-10-30,15.1,9.7,21.9,5.3,3.1,1.7,14.8,44,72,0,0,0,0,0,0,1,0,14900,381
2023-10-31,16.5,12.7,20.8,7.2,3.9,1.8,16.4,54,76,0,0,0,0,0,0,1,0,14900,355
